,country,year,life_expectancy
4202,Cote d'Ivoire,1809,31.16
4203,Croatia,1809,36.1
4204,Cuba,1809,33.5
4205,Cyprus,1809,38.5
4206,Czech Republic,1809,34.95
4208,Denmark,1809,39.22
4209,Djibouti,1809,29.9
4211,Dominican Republic,1809,29.9
4213,Ecuador,1809,32.9
4214,Egypt,1809,33.0
4215,El Salvador,1809,28.7
4216,Equatorial Guinea,1809,29.8
4217,Eritrea,1809,30.2
4219,Estonia,1809,34.67
4220,Ethiopia,1809,29.7
4223,Fiji,1809,26.1
4224,Finland,1809,13.43
4225,France,1809,35.0
4226,French Guiana,1809,30.5
4227,French Polynesia,1809,25.6
4228,Gabon,1809,30.6
4229,Gambia,1809,28.8
4230,Georgia,1809,31.87
4231,Germany,1809,38.37
4232,Ghana,1809,28.0
4234,Greece,1809,36.6
4235,Greenland,1809,33.87
4236,Grenada,1809,31.4
4237,Guadeloupe,1809,27.66
4238,Guam,1809,27.5
4239,Guatemala,1809,25.8
4241,Guinea,1809,29.59
4242,Guinea-Bissau,1809,32.0
4243,Guyana,1809,31.12
4244,Haiti,1809,29.0
4246,Honduras,1809,33.9
4247,"Hong Kong, China",1809,34.9
4248,Hungary,1809,36.0
4249,Iceland,1809,40.42
4250,India,1809,25.44
4251,Indonesia,1809,30.0
4252,Iran,1809,25.6
4253,Iraq,1809,31.2
4254,Ireland,1809,38.3
4256,Israel,1809,32.0
4257,Italy,1809,29.69
4258,Jamaica,1809,34.2
4259,Japan,1809,36.4
4261,Jordan,1809,31.7
4262,Kazakhstan,1809,26.2
4263,Kenya,1809,25.5
4264,Kiribati,1809,24.9
4265,North Korea,1809,26.0
4266,South Korea,1809,25.8
4269,Kuwait,1809,26.0
4270,Kyrgyz Republic,1809,23.94
4271,Lao,1809,31.9
4272,Latvia,1809,33.0
4273,Lebanon,1809,29.7
4274,Lesotho,1809,32.8
4275,Liberia,1809,31.1
4276,Libya,1809,33.1
4278,Lithuania,1809,28.9
4279,Luxembourg,1809,36.9
4280,"Macao, China",1809,34.7
4281,"Macedonia, FYR",1809,36.1
4282,Madagascar,1809,30.5
4283,Malawi,1809,30.3
4284,Malaysia,1809,30.6
4285,Maldives,1809,32.65
4286,Mali,1809,26.41
4287,Malta,1809,28.7
4289,Martinique,1809,30.15
4290,Mauritania,1809,32.0
4291,Mauritius,1809,28.7
4292,Mayotte,1809,32.5
4293,Mexico,1809,26.9
4294,"Micronesia, Fed. Sts.",1809,26.7
4295,Moldova,1809,33.15
4297,Mongolia,1809,31.8
4298,Montenegro,1809,35.4
4300,Morocco,1809,33.1
4301,Mozambique,1809,30.28
4302,Myanmar,1809,30.8
4303,Namibia,1809,32.4
4305,Nepal,1809,32.8
4306,Netherlands,1809,39.86
4307,Netherlands Antilles,1809,34.41
4308,New Caledonia,1809,26.0
4309,New Zealand,1809,34.05
4311,Nicaragua,1809,25.4
4312,Niger,1809,30.8
4313,Nigeria,1809,30.4
4318,Norway,1809,27.22
4319,Oman,1809,32.3
4320,Pakistan,1809,25.8
4322,Panama,1809,32.9
4323,Papua New Guinea,1809,31.5
4324,Paraguay,1809,35.5
4325,Peru,1809,35.7
4326,Philippines,1809,30.9
4328,Poland,1809,35.9
4329,Portugal,1809,35.6
4330,Puerto Rico,1809,30.43
4331,Qatar,1809,30.8
4332,Reunion,1809,33.0
4333,Romania,1809,35.7
4334,Russia,1809,29.57
4335,Rwanda,1809,31.8
4339,St. Lucia,1809,28.01
4341,St. Vincent and the Grenadines,1809,25.99
4343,Samoa,1809,25.4
4345,Sao Tome and Principe,1809,31.0
4346,Saudi Arabia,1809,32.1
4347,Senegal,1809,25.2
4348,Serbia,1809,35.5
4351,Seychelles,1809,37.0
4352,Sierra Leone,1809,25.1
4353,Singapore,1809,29.1
4354,Slovak Republic,1809,36.4
4355,Slovenia,1809,36.6
4356,Solomon Islands,1809,25.1
4357,Somalia,1809,29.4
4359,South Africa,1809,33.5
4361,Spain,1809,29.5
4362,Sri Lanka,1809,32.6
4363,Sudan,1809,31.4
4364,Suriname,1809,32.9
4366,Swaziland,1809,32.3
4367,Sweden,1809,26.9
4368,Switzerland,1809,38.0
4369,Syria,1809,31.1
4370,Taiwan,1809,28.3
4371,Tajikistan,1809,24.24
4372,Tanzania,1809,32.2
4373,Thailand,1809,30.4
4374,Timor-Leste,1809,28.95
4375,Togo,1809,31.3
4377,Tonga,1809,28.2
4379,Trinidad and Tobago,1809,32.9
4380,Tunisia,1809,28.8
4381,Turkey,1809,35.0
4382,Turkmenistan,1809,24.0
4385,Uganda,1809,25.3
4386,Ukraine,1809,36.6
4387,United Arab Emirates,1809,30.7
4388,United Kingdom,1809,41.74
4389,United States,1809,39.41
4390,Uruguay,1809,32.9
4392,Uzbekistan,1809,26.93
4394,Vanuatu,1809,24.3
4395,Venezuela,1809,32.2
4396,West Bank and Gaza,1809,32.1
4398,Western Sahara,1809,34.75
4399,Vietnam,1809,32.0
4400,Virgin Islands (U.S.),1809,33.4
4403,Yemen,1809,23.39
4405,Zambia,1809,32.6
4406,Zimbabwe,1809,33.7
4408,South Sudan,1809,26.67
4611,Afghanistan,1810,28.11
4613,Albania,1810,35.4
4614,Algeria,1810,28.82
4617,Angola,1810,26.98
4619,Antigua and Barbuda,1810,33.54
4620,Argentina,1810,33.2
4621,Armenia,1810,34.0
4622,Aruba,1810,34.42
4623,Australia,1810,34.05
4624,Austria,1810,34.4
4625,Azerbaijan,1810,29.17
4626,Bahamas,1810,35.18
4627,Bahrain,1810,30.3
4628,Bangladesh,1810,25.5
4629,Barbados,1810,32.12
4630,Belarus,1810,36.2
4631,Belgium,1810,40.08
4632,Belize,1810,26.5
4633,Benin,1810,31.0
4635,Bhutan,1810,28.8
4636,Bolivia,1810,33.0
4637,Bosnia and Herzegovina,1810,35.1
4638,Botswana,1810,33.6
4639,Brazil,1810,32.0
4641,Brunei,1810,29.2
4642,Bulgaria,1810,36.24
4643,Burkina Faso,1810,29.2
4644,Burundi,1810,31.5
4645,Cambodia,1810,35.0
4646,Cameroon,1810,28.75
4647,Canada,1810,39.01
4648,Cape Verde,1810,33.8
4650,Central African Republic,1810,30.0
4651,Chad,1810,30.9
4653,Chile,1810,32.0
4654,China,1810,32.0
4657,Colombia,1810,32.0
4658,Comoros,1810,32.1
4659,"Congo, Dem. Rep.",1810,31.6
4660,"Congo, Rep.",1810,32.7
4662,Costa Rica,1810,30.21
4663,Cote d'Ivoire,1810,31.16
4664,Croatia,1810,36.1
4665,Cuba,1810,33.64
4666,Cyprus,1810,38.5
4667,Czech Republic,1810,34.95
4669,Denmark,1810,41.71
4670,Djibouti,1810,29.9
4672,Dominican Republic,1810,29.9
4674,Ecuador,1810,32.9
4675,Egypt,1810,33.0
4676,El Salvador,1810,28.7
4677,Equatorial Guinea,1810,29.8
4678,Eritrea,1810,30.2
4680,Estonia,1810,34.86
4681,Ethiopia,1810,29.7
4684,Fiji,1810,26.1
4685,Finland,1810,36.95
4686,France,1810,37.4
4687,French Guiana,1810,30.5
4688,French Polynesia,1810,25.6
4689,Gabon,1810,30.6
4690,Gambia,1810,28.8
4691,Georgia,1810,31.87
4692,Germany,1810,38.37
4693,Ghana,1810,28.0
4695,Greece,1810,36.6
4696,Greenland,1810,33.87
4697,Grenada,1810,31.4
4698,Guadeloupe,1810,27.66
4699,Guam,1810,27.5
4700,Guatemala,1810,25.8
4702,Guinea,1810,29.6
4703,Guinea-Bissau,1810,32.0
4704,Guyana,1810,31.12
4705,Haiti,1810,29.0
4707,Honduras,1810,33.9
4708,"Hong Kong, China",1810,34.9
4709,Hungary,1810,36.0
4710,Iceland,1810,43.14
4711,India,1810,25.44
4712,Indonesia,1810,30.0
4713,Iran,1810,25.6
4714,Iraq,1810,31.2
4715,Ireland,1810,38.3
4717,Israel,1810,32.0
4718,Italy,1810,29.69
4719,Jamaica,1810,34.2
4720,Japan,1810,36.4
4722,Jordan,1810,31.7
4723,Kazakhstan,1810,26.2
4724,Kenya,1810,25.5
4725,Kiribati,1810,24.9
4726,North Korea,1810,26.0
4727,South Korea,1810,25.8
4730,Kuwait,1810,26.0
4731,Kyrgyz Republic,1810,23.94
4732,Lao,1810,31.9
4733,Latvia,1810,33.0
4734,Lebanon,1810,29.7
4735,Lesotho,1810,32.8
4736,Liberia,1810,31.1
4737,Libya,1810,33.1
4739,Lithuania,1810,28.9
4740,Luxembourg,1810,36.9
4741,"Macao, China",1810,34.7
4742,"Macedonia, FYR",1810,36.1
4743,Madagascar,1810,30.5
4744,Malawi,1810,30.3
4745,Malaysia,1810,30.6
4746,Maldives,1810,32.65
4747,Mali,1810,26.41
4748,Malta,1810,28.7
4750,Martinique,1810,30.15
4751,Mauritania,1810,32.0
4752,Mauritius,1810,28.7
4753,Mayotte,1810,32.5
4754,Mexico,1810,26.9
4755,"Micronesia, Fed. Sts.",1810,26.7
4756,Moldova,1810,33.15
4758,Mongolia,1810,31.8
4759,Montenegro,1810,35.4
4761,Morocco,1810,33.1
4762,Mozambique,1810,30.28
4763,Myanmar,1810,30.8
4764,Namibia,1810,32.4
4766,Nepal,1810,32.8
4767,Netherlands,1810,39.86
4768,Netherlands Antilles,1810,34.41
4769,New Caledonia,1810,26.0
4770,New Zealand,1810,34.05
4772,Nicaragua,1810,25.4
4773,Niger,1810,30.8
4774,Nigeria,1810,30.4
4779,Norway,1810,36.48
4780,Oman,1810,32.3
4781,Pakistan,1810,25.8
4783,Panama,1810,32.9
4784,Papua New Guinea,1810,31.5
4785,Paraguay,1810,35.5
4786,Peru,1810,35.7
4787,Philippines,1810,30.9
4789,Poland,1810,35.9
4790,Portugal,1810,35.6
4791,Puerto Rico,1810,30.43
4792,Qatar,1810,30.8
4793,Reunion,1810,33.0
4794,Romania,1810,35.7
4795,Russia,1810,29.57
4796,Rwanda,1810,31.8
4800,St. Lucia,1810,28.01
4802,St. Vincent and the Grenadines,1810,25.99
4804,Samoa,1810,25.4
4806,Sao Tome and Principe,1810,31.0
4807,Saudi Arabia,1810,32.1
4808,Senegal,1810,25.2
4809,Serbia,1810,35.5
4812,Seychelles,1810,37.0
4813,Sierra Leone,1810,25.1
4814,Singapore,1810,29.1
4815,Slovak Republic,1810,36.4
4816,Slovenia,1810,36.6
4817,Solomon Islands,1810,25.1
4818,Somalia,1810,29.4
4820,South Africa,1810,33.5
4822,Spain,1810,29.5
4823,Sri Lanka,1810,32.6
4824,Sudan,1810,31.4
4825,Suriname,1810,32.9
4827,Swaziland,1810,32.3
4828,Sweden,1810,31.99
4829,Switzerland,1810,38.0
4830,Syria,1810,31.1
4831,Taiwan,1810,28.3
4832,Tajikistan,1810,24.24
4833,Tanzania,1810,32.2
4834,Thailand,1810,30.4
4835,Timor-Leste,1810,28.95
4836,Togo,1810,31.3
4838,Tonga,1810,28.2
4840,Trinidad and Tobago,1810,32.9
4841,Tunisia,1810,28.8
4842,Turkey,1810,35.0
4843,Turkmenistan,1810,24.0
4846,Uganda,1810,25.3
4847,Ukraine,1810,36.6
4848,United Arab Emirates,1810,30.7
4849,United Kingdom,1810,38.35
4850,United States,1810,39.41
4851,Uruguay,1810,32.9
4853,Uzbekistan,1810,26.93
4855,Vanuatu,1810,24.3
4856,Venezuela,1810,32.2
4857,West Bank and Gaza,1810,32.1
4859,Western Sahara,1810,34.75
4860,Vietnam,1810,32.0
4861,Virgin Islands (U.S.),1810,33.4
4864,Yemen,1810,23.39
4866,Zambia,1810,32.6
4867,Zimbabwe,1810,33.7
4869,South Sudan,1810,26.67
5072,Afghanistan,1811,28.1
5074,Albania,1811,35.4
5075,Algeria,1811,28.82
5078,Angola,1811,26.98
5080,Antigua and Barbuda,1811,33.54
5081,Argentina,1811,33.2
5082,Armenia,1811,34.0
5083,Aruba,1811,34.42
5084,Australia,1811,34.05
5085,Austria,1811,34.4
5086,Azerbaijan,1811,29.17
5087,Bahamas,1811,35.18
5088,Bahrain,1811,30.3
5089,Bangladesh,1811,25.5
5090,Barbados,1811,32.12
5091,Belarus,1811,36.2
5092,Belgium,1811,40.09
5093,Belize,1811,26.5
5094,Benin,1811,31.0
5096,Bhutan,1811,28.8
5097,Bolivia,1811,33.0
5098,Bosnia and Herzegovina,1811,35.1
5099,Botswana,1811,33.6
5100,Brazil,1811,32.0
5102,Brunei,1811,29.2
5103,Bulgaria,1811,36.28
5104,Burkina Faso,1811,29.2
5105,Burundi,1811,31.5
5106,Cambodia,1811,35.0
5107,Cameroon,1811,28.75
5108,Canada,1811,39.02
5109,Cape Verde,1811,33.8
5111,Central African Republic,1811,30.0
5112,Chad,1811,30.9
5114,Chile,1811,32.0
5115,China,1811,32.0
5118,Colombia,1811,32.0
5119,Comoros,1811,32.1
5120,"Congo, Dem. Rep.",1811,31.6
5121,"Congo, Rep.",1811,32.7
5123,Costa Rica,1811,30.21
5124,Cote d'Ivoire,1811,31.16
5125,Croatia,1811,36.1
5126,Cuba,1811,33.78
5127,Cyprus,1811,38.5
5128,Czech Republic,1811,34.95
5130,Denmark,1811,39.31
5131,Djibouti,1811,29.9
5133,Dominican Republic,1811,29.9
5135,Ecuador,1811,32.9
5136,Egypt,1811,33.0
5137,El Salvador,1811,28.7
5138,Equatorial Guinea,1811,29.8
5139,Eritrea,1811,30.2
5141,Estonia,1811,35.49
5142,Ethiopia,1811,29.7
5145,Fiji,1811,26.1
5146,Finland,1811,30.69
5147,France,1811,36.1
5148,French Guiana,1811,30.5
5149,French Polynesia,1811,25.6
5150,Gabon,1811,30.6
5151,Gambia,1811,28.8
5152,Georgia,1811,31.87
5153,Germany,1811,38.37
5154,Ghana,1811,28.0
5156,Greece,1811,36.6
5157,Greenland,1811,33.87
5158,Grenada,1811,31.4
5159,Guadeloupe,1811,27.66
5160,Guam,1811,27.5
5161,Guatemala,1811,25.8
5163,Guinea,1811,29.61
5164,Guinea-Bissau,1811,32.0
5165,Guyana,1811,31.12
5166,Haiti,1811,29.0
5168,Honduras,1811,33.9
5169,"Hong Kong, China",1811,34.9
5170,Hungary,1811,36.0
5171,Iceland,1811,38.56
5172,India,1811,25.44
5173,Indonesia,1811,30.0
5174,Iran,1811,25.6
5175,Iraq,1811,31.2
5176,Ireland,1811,38.3
5178,Israel,1811,32.0
5179,Italy,1811,29.69
5180,Jamaica,1811,34.2
5181,Japan,1811,36.4
5183,Jordan,1811,31.7
5184,Kazakhstan,1811,26.2
5185,Kenya,1811,25.5
5186,Kiribati,1811,24.9
5187,North Korea,1811,26.0
5188,South Korea,1811,25.8
5191,Kuwait,1811,26.0
5192,Kyrgyz Republic,1811,23.94
5193,Lao,1811,31.9
5194,Latvia,1811,33.0
5195,Lebanon,1811,29.7
5196,Lesotho,1811,32.8
5197,Liberia,1811,31.1
5198,Libya,1811,33.1
5200,Lithuania,1811,28.9
5201,Luxembourg,1811,36.9
5202,"Macao, China",1811,34.7
5203,"Macedonia, FYR",1811,36.1
5204,Madagascar,1811,30.5
5205,Malawi,1811,30.3
5206,Malaysia,1811,30.6
5207,Maldives,1811,32.65
5208,Mali,1811,26.41
5209,Malta,1811,28.7
5211,Martinique,1811,30.15
5212,Mauritania,1811,32.0
5213,Mauritius,1811,28.7
5214,Mayotte,1811,32.5
5215,Mexico,1811,26.9
5216,"Micronesia, Fed. Sts.",1811,26.7
5217,Moldova,1811,33.15
5219,Mongolia,1811,31.8
5220,Montenegro,1811,35.4
5222,Morocco,1811,33.1
5223,Mozambique,1811,30.28
5224,Myanmar,1811,30.8
5225,Namibia,1811,32.4
5227,Nepal,1811,32.8
5228,Netherlands,1811,39.86
5229,Netherlands Antilles,1811,34.41
5230,New Caledonia,1811,26.0
5231,New Zealand,1811,34.05
5233,Nicaragua,1811,25.4
5234,Niger,1811,30.8
5235,Nigeria,1811,30.4
5240,Norway,1811,38.05
5241,Oman,1811,32.3
5242,Pakistan,1811,25.8
5244,Panama,1811,32.9
5245,Papua New Guinea,1811,31.5
5246,Paraguay,1811,35.5
5247,Peru,1811,35.7
5248,Philippines,1811,30.9
5250,Poland,1811,35.9
5251,Portugal,1811,35.6
5252,Puerto Rico,1811,30.43
5253,Qatar,1811,30.8
5254,Reunion,1811,33.0
5255,Romania,1811,35.7
5256,Russia,1811,29.57
5257,Rwanda,1811,31.8
5261,St. Lucia,1811,28.01
5263,St. Vincent and the Grenadines,1811,25.99
5265,Samoa,1811,25.4
5267,Sao Tome and Principe,1811,31.0
5268,Saudi Arabia,1811,32.1
5269,Senegal,1811,25.2
5270,Serbia,1811,35.5
5273,Seychelles,1811,37.0
5274,Sierra Leone,1811,25.1
5275,Singapore,1811,29.1
5276,Slovak Republic,1811,36.4
5277,Slovenia,1811,36.6
5278,Solomon Islands,1811,25.1
5279,Somalia,1811,29.4
5281,South Africa,1811,33.5
5283,Spain,1811,29.5
5284,Sri Lanka,1811,32.6
5285,Sudan,1811,31.4
5286,Suriname,1811,32.9
5288,Swaziland,1811,32.3
5289,Sweden,1811,34.58
5290,Switzerland,1811,38.0
5291,Syria,1811,31.1
5292,Taiwan,1811,28.3
5293,Tajikistan,1811,24.24
5294,Tanzania,1811,32.2
5295,Thailand,1811,30.4
5296,Timor-Leste,1811,28.95
5297,Togo,1811,31.3
5299,Tonga,1811,28.2
5301,Trinidad and Tobago,1811,32.9
5302,Tunisia,1811,28.8
5303,Turkey,1811,35.0
5304,Turkmenistan,1811,24.0
5307,Uganda,1811,25.3
5308,Ukraine,1811,36.6
5309,United Arab Emirates,1811,30.7
5310,United Kingdom,1811,39.89
5311,United States,1811,39.41
5312,Uruguay,1811,32.9
5314,Uzbekistan,1811,26.93
5316,Vanuatu,1811,24.3
5317,Venezuela,1811,32.2
5318,West Bank and Gaza,1811,32.1
5320,Western Sahara,1811,34.75
5321,Vietnam,1811,32.0
5322,Virgin Islands (U.S.),1811,33.4
5325,Yemen,1811,23.39
5327,Zambia,1811,32.6
5328,Zimbabwe,1811,33.7
5330,South Sudan,1811,26.67
5533,Afghanistan,1812,28.09
5535,Albania,1812,35.4
5536,Algeria,1812,28.82
5539,Angola,1812,26.98
5541,Antigua and Barbuda,1812,33.54
5542,Argentina,1812,33.2
5543,Armenia,1812,34.0
5544,Aruba,1812,34.42
5545,Australia,1812,34.05
5546,Austria,1812,34.4
5547,Azerbaijan,1812,29.17
5548,Bahamas,1812,35.18
5549,Bahrain,1812,30.3
5550,Bangladesh,1812,25.5
5551,Barbados,1812,32.12
5552,Belarus,1812,36.2
5553,Belgium,1812,40.1
5554,Belize,1812,26.5
5555,Benin,1812,31.0
5557,Bhutan,1812,28.8
5558,Bolivia,1812,33.0
5559,Bosnia and Herzegovina,1812,35.1
5560,Botswana,1812,33.6
5561,Brazil,1812,32.0
5563,Brunei,1812,29.2
5564,Bulgaria,1812,36.33
5565,Burkina Faso,1812,29.2
5566,Burundi,1812,31.5
5567,Cambodia,1812,35.0
5568,Cameroon,1812,28.75
5569,Canada,1812,39.02
5570,Cape Verde,1812,33.8
5572,Central African Republic,1812,30.0
5573,Chad,1812,30.9
5575,Chile,1812,32.0
5576,China,1812,32.0
5579,Colombia,1812,32.0
5580,Comoros,1812,32.1
5581,"Congo, Dem. Rep.",1812,31.6
5582,"Congo, Rep.",1812,32.7
5584,Costa Rica,1812,30.21
5585,Cote d'Ivoire,1812,31.16
5586,Croatia,1812,36.1
5587,Cuba,1812,33.92
5588,Cyprus,1812,38.5
5589,Czech Republic,1812,34.95
5591,Denmark,1812,36.04
5592,Djibouti,1812,29.9
5594,Dominican Republic,1812,29.9
5596,Ecuador,1812,32.9
5597,Egypt,1812,33.0
5598,El Salvador,1812,28.7
5599,Equatorial Guinea,1812,29.8
5600,Eritrea,1812,30.2
5602,Estonia,1812,36.13
5603,Ethiopia,1812,29.7
5606,Fiji,1812,26.1
5607,Finland,1812,37.61
5608,France,1812,31.7
5609,French Guiana,1812,30.5
5610,French Polynesia,1812,25.6
5611,Gabon,1812,30.6
5612,Gambia,1812,28.8
5613,Georgia,1812,31.87
5614,Germany,1812,38.37
5615,Ghana,1812,28.0
5617,Greece,1812,36.6
5618,Greenland,1812,33.87
5619,Grenada,1812,31.4
5620,Guadeloupe,1812,27.66
5621,Guam,1812,27.5
5622,Guatemala,1812,25.8
5624,Guinea,1812,29.62
5625,Guinea-Bissau,1812,32.0
5626,Guyana,1812,31.12
5627,Haiti,1812,29.0
5629,Honduras,1812,33.9
5630,"Hong Kong, China",1812,34.9
5631,Hungary,1812,36.0
5632,Iceland,1812,33.73
5633,India,1812,23.0
5634,Indonesia,1812,30.0
5635,Iran,1812,25.6
5636,Iraq,1812,31.2
5637,Ireland,1812,38.3
5639,Israel,1812,32.0
5640,Italy,1812,29.69
5641,Jamaica,1812,34.2
5642,Japan,1812,36.4
5644,Jordan,1812,31.7
5645,Kazakhstan,1812,26.2
5646,Kenya,1812,25.5
5647,Kiribati,1812,24.9
5648,North Korea,1812,26.0
5649,South Korea,1812,25.8
5652,Kuwait,1812,26.0
5653,Kyrgyz Republic,1812,23.94
5654,Lao,1812,31.9
5655,Latvia,1812,33.0
5656,Lebanon,1812,29.7
5657,Lesotho,1812,32.8
5658,Liberia,1812,31.1
5659,Libya,1812,33.1
5661,Lithuania,1812,28.9
5662,Luxembourg,1812,36.9
5663,"Macao, China",1812,34.7
5664,"Macedonia, FYR",1812,36.1
5665,Madagascar,1812,30.5
5666,Malawi,1812,30.3
5667,Malaysia,1812,30.6
5668,Maldives,1812,32.65
5669,Mali,1812,26.41
5670,Malta,1812,28.7
5672,Martinique,1812,30.15
5673,Mauritania,1812,32.0
5674,Mauritius,1812,28.7
5675,Mayotte,1812,32.5
5676,Mexico,1812,26.9
5677,"Micronesia, Fed. Sts.",1812,26.7
5678,Moldova,1812,33.15
5680,Mongolia,1812,31.8
5681,Montenegro,1812,35.4
5683,Morocco,1812,33.1
5684,Mozambique,1812,30.28
5685,Myanmar,1812,30.8
5686,Namibia,1812,32.4
5688,Nepal,1812,32.8
5689,Netherlands,1812,39.86
5690,Netherlands Antilles,1812,34.41
5691,New Caledonia,1812,26.0
5692,New Zealand,1812,34.05
5694,Nicaragua,1812,25.4
5695,Niger,1812,30.8
5696,Nigeria,1812,30.4
5701,Norway,1812,43.46
5702,Oman,1812,32.3
5703,Pakistan,1812,23.3
5705,Panama,1812,32.9
5706,Papua New Guinea,1812,31.5
5707,Paraguay,1812,35.5
5708,Peru,1812,35.7
5709,Philippines,1812,30.9
5711,Poland,1812,35.9
5712,Portugal,1812,35.6
5713,Puerto Rico,1812,30.43
5714,Qatar,1812,30.8
5715,Reunion,1812,33.0
5716,Romania,1812,35.7
5717,Russia,1812,29.57
5718,Rwanda,1812,31.8
5722,St. Lucia,1812,28.01
5724,St. Vincent and the Grenadines,1812,25.99
5726,Samoa,1812,25.4
5728,Sao Tome and Principe,1812,31.0
5729,Saudi Arabia,1812,32.1
5730,Senegal,1812,25.2
5731,Serbia,1812,35.5
5734,Seychelles,1812,37.0
5735,Sierra Leone,1812,25.1
5736,Singapore,1812,29.1
5737,Slovak Republic,1812,36.4
5738,Slovenia,1812,36.6
5739,Solomon Islands,1812,25.1
5740,Somalia,1812,29.4
5742,South Africa,1812,33.5
5744,Spain,1812,29.5
5745,Sri Lanka,1812,32.6
5746,Sudan,1812,31.4
5747,Suriname,1812,32.9
5749,Swaziland,1812,32.3
5750,Sweden,1812,35.07
5751,Switzerland,1812,38.0
5752,Syria,1812,31.1
5753,Taiwan,1812,28.3
5754,Tajikistan,1812,24.24
5755,Tanzania,1812,32.2
5756,Thailand,1812,30.4
5757,Timor-Leste,1812,28.95
5758,Togo,1812,31.3
5760,Tonga,1812,28.2
5762,Trinidad and Tobago,1812,32.9
5763,Tunisia,1812,28.8
5764,Turkey,1812,35.0
5765,Turkmenistan,1812,24.0
5768,Uganda,1812,25.3
5769,Ukraine,1812,36.6
5770,United Arab Emirates,1812,30.7
5771,United Kingdom,1812,41.83
5772,United States,1812,39.41
5773,Uruguay,1812,32.9
5775,Uzbekistan,1812,26.93
5777,Vanuatu,1812,24.3
5778,Venezuela,1812,32.2
5779,West Bank and Gaza,1812,32.1
5781,Western Sahara,1812,34.75
5782,Vietnam,1812,32.0
5783,Virgin Islands (U.S.),1812,33.4
5786,Yemen,1812,23.39
5788,Zambia,1812,32.6
5789,Zimbabwe,1812,33.7
5791,South Sudan,1812,26.67
5994,Afghanistan,1813,28.08
5996,Albania,1813,35.4
5997,Algeria,1813,28.82
6000,Angola,1813,26.98
6002,Antigua and Barbuda,1813,33.54
6003,Argentina,1813,33.2
6004,Armenia,1813,34.0
6005,Aruba,1813,34.42
6006,Australia,1813,34.05
6007,Austria,1813,34.4
6008,Azerbaijan,1813,29.17
6009,Bahamas,1813,35.18
6010,Bahrain,1813,30.3
6011,Bangladesh,1813,25.5
6012,Barbados,1813,32.12
6013,Belarus,1813,36.2
6014,Belgium,1813,40.1
6015,Belize,1813,26.5
6016,Benin,1813,31.0
6018,Bhutan,1813,28.8
6019,Bolivia,1813,33.0
6020,Bosnia and Herzegovina,1813,35.1
6021,Botswana,1813,33.6
6022,Brazil,1813,32.0
6024,Brunei,1813,29.2
6025,Bulgaria,1813,36.37
6026,Burkina Faso,1813,29.2
6027,Burundi,1813,31.5
6028,Cambodia,1813,35.0
6029,Cameroon,1813,28.75
6030,Canada,1813,39.02
6031,Cape Verde,1813,33.8
6033,Central African Republic,1813,30.0
6034,Chad,1813,30.9
6036,Chile,1813,32.0
6037,China,1813,32.0
6040,Colombia,1813,32.0
6041,Comoros,1813,32.1
6042,"Congo, Dem. Rep.",1813,31.6
6043,"Congo, Rep.",1813,32.7
6045,Costa Rica,1813,30.21
6046,Cote d'Ivoire,1813,31.16
6047,Croatia,1813,36.1
6048,Cuba,1813,34.06
6049,Cyprus,1813,38.5
6050,Czech Republic,1813,34.95
6052,Denmark,1813,40.9
6053,Djibouti,1813,29.9
6055,Dominican Republic,1813,29.9
6057,Ecuador,1813,32.9
6058,Egypt,1813,33.0
6059,El Salvador,1813,28.7
6060,Equatorial Guinea,1813,29.8
6061,Eritrea,1813,30.2
6063,Estonia,1813,36.76
6064,Ethiopia,1813,29.7
6067,Fiji,1813,26.1
6068,Finland,1813,34.18
6069,France,1813,31.2
6070,French Guiana,1813,30.5
6071,French Polynesia,1813,25.6
6072,Gabon,1813,30.6
6073,Gambia,1813,28.8
6074,Georgia,1813,31.87
6075,Germany,1813,38.37
6076,Ghana,1813,28.0
6078,Greece,1813,36.6
6079,Greenland,1813,33.87
6080,Grenada,1813,31.4
6081,Guadeloupe,1813,27.66
6082,Guam,1813,27.5
6083,Guatemala,1813,25.8
6085,Guinea,1813,29.63
6086,Guinea-Bissau,1813,32.0
6087,Guyana,1813,31.12
6088,Haiti,1813,29.0
6090,Honduras,1813,33.9
6091,"Hong Kong, China",1813,34.9
6092,Hungary,1813,36.0
6093,Iceland,1813,33.3
6094,India,1813,25.44
6095,Indonesia,1813,30.0
6096,Iran,1813,25.6
6097,Iraq,1813,31.2
6098,Ireland,1813,38.3
6100,Israel,1813,32.0
6101,Italy,1813,29.69
6102,Jamaica,1813,34.2
6103,Japan,1813,36.41
6105,Jordan,1813,31.7
6106,Kazakhstan,1813,26.2
6107,Kenya,1813,25.5
6108,Kiribati,1813,24.9
6109,North Korea,1813,26.0
6110,South Korea,1813,25.8
6113,Kuwait,1813,26.0
6114,Kyrgyz Republic,1813,23.94
6115,Lao,1813,31.9
6116,Latvia,1813,33.0
6117,Lebanon,1813,29.7
6118,Lesotho,1813,32.8
6119,Liberia,1813,31.1
6120,Libya,1813,33.1
6122,Lithuania,1813,28.9
6123,Luxembourg,1813,36.9
6124,"Macao, China",1813,34.7
6125,"Macedonia, FYR",1813,36.1
6126,Madagascar,1813,30.5
6127,Malawi,1813,30.3
6128,Malaysia,1813,30.6
6129,Maldives,1813,32.65
